epoch,acc,loss,val_acc,val_loss
0,0.7811999966949225,0.7677570010721684,0.7146666633586088,1.5818493401010831
1,0.9171999973058701,0.2891060774773359,0.7426666637261709,1.6158953070640565
2,0.9369999998807907,0.2188490631058812,0.7493333312372367,1.685507340480884
3,0.9489999967813492,0.17156778233125805,0.7513333303232987,1.7671805356939634
4,0.9621999979019165,0.13519505217671393,0.7566666680077712,1.8201420843601226
5,0.9708000004291535,0.10780484380200506,0.7633333327869575,1.9078617239991824
6,0.9756000012159347,0.08939988469704986,0.7666666656732559,1.9586566862960657
7,0.9818000054359436,0.07280433731153607,0.7573333290716012,2.062311785668135
8,0.984800003170967,0.05604290525428951,0.7619999992350738,2.1189457821349302
9,0.9878000050783158,0.045951023753732445,0.7686666684846083,2.1595987307528657
10,0.9940000027418137,0.0337305388180539,0.7740000007053216,2.2158689248065153
11,0.994400002360344,0.029381157737225293,0.7666666696468989,2.3026534296572208
12,0.9956000030040741,0.02331950267544016,0.7713333326081435,2.333782132466634
13,0.9978000020980835,0.018111151778139174,0.7659999971588453,2.420023271938165
14,0.9978000015020371,0.014573893304914235,0.7673333317041398,2.467715005079905
15,0.9988000011444091,0.01030674226814881,0.7679999947547913,2.476607535282771
16,0.9998000001907349,0.008335933216148988,0.7766666680574417,2.5065274527917305
17,1.0,0.005343952125986107,0.7733333299557368,2.557480514297883
18,0.9998000001907349,0.004662597004789859,0.7713333318630854,2.58798273379604
19,1.0,0.003897013374371454,0.7713333298762639,2.6199477024376394
20,1.0,0.002978819548734464,0.7713333338499069,2.6391304577390353
21,1.0,0.0029559707624139263,0.7739999999602636,2.654815240452687
22,1.0,0.0023718415782786905,0.7693333317836125,2.674832829584678
23,1.0,0.0020335169398458673,0.7773333340883255,2.7038318697363137
24,1.0,0.0017782106887898408,0.7733333319425583,2.71023291349411
25,1.0,0.0015577203790599014,0.7719999978939692,2.723838106542826
26,1.0,0.0014181763725355267,0.7726666698853175,2.750778609265884
27,1.0,0.0012503540204488672,0.772666667898496,2.7583283548553785
28,1.0,0.0011356403163517825,0.7713333358367284,2.7724152322858573
29,1.0,0.0010389900009613485,0.7720000018676122,2.778138213480512
30,1.0,0.0009218632036936469,0.7733333339293798,2.7815284725278615
31,1.0,0.0008683834776456933,0.7726666659116745,2.790423320233822
32,1.0,0.00078852412145352,0.7720000026126702,2.799996302028497
33,1.0,0.0007000562440953218,0.7733333319425583,2.8132087125132483
34,1.0,0.0006380679273570423,0.7733333339293798,2.814389889438947
35,1.0,0.0005969478631595848,0.7733333319425583,2.830675041799744
36,1.0,0.0005599743247148581,0.7733333359162012,2.8327502205967905
37,1.0,0.0005030391998298001,0.7719999998807907,2.845532256240646
38,1.0,0.00048759251185401806,0.7733333339293798,2.8440891693035764
39,1.0,0.00042614956357283517,0.7733333359162012,2.8526006591816744
40,1.0,0.0004040667682420462,0.7719999998807907,2.8622007833172876
41,1.0,0.00036265586692024954,0.7726666698853175,2.8673641343911487
42,1.0,0.0003348316065967083,0.7713333318630854,2.8737046065429848
43,1.0,0.00032310529011738255,0.7733333359162012,2.8744745034724475
44,1.0,0.0002892634114687098,0.7726666659116745,2.8769719870140156
45,1.0,0.0002722327955052606,0.7726666659116745,2.8873249487330517
46,1.0,0.0002561787739614374,0.7733333359162012,2.8919783738752205
47,1.0,0.00023495738467318005,0.7720000018676122,2.895291985323032
48,1.0,0.00021459626950672827,0.772666667898496,2.8993761159479616
49,1.0,0.00020497349305514945,0.7733333359162012,2.9075514684120813
50,1.0,0.000187907381405239,0.7753333340088526,2.906722628325224
51,1.0,0.000179298484690662,0.7726666659116745,2.9182936194042366
52,1.0,0.00017043802450643851,0.772666667898496,2.9177742534627518
53,1.0,0.00015454977765330113,0.7733333319425583,2.919913427780072
54,1.0,0.00014716497673362028,0.7726666659116745,2.9281663056463003
55,1.0,0.0001355239925760543,0.7726666659116745,2.934085097660621
56,1.0,0.00012706320816505468,0.7720000008742015,2.9322431683540344
57,1.0,0.00012078978326826473,0.7720000018676122,2.940849103654424
58,1.0,0.00011143723456370935,0.7739999999602636,2.941904067993164
59,1.0,0.0001081456695919769,0.7740000019470851,2.9421879050632316
