epoch,acc,loss,val_acc,val_loss
0,0.794599997997284,0.7547396558523178,0.25599999812742075,5.08168442050616
1,0.9179999953508378,0.272533220872283,0.2539999969303608,5.938793194293976
2,0.9451999950408936,0.1984541979432106,0.2599999986588955,6.459260944028696
3,0.9537999993562698,0.15790219098329544,0.25466666718324027,6.909542470177015
4,0.965000001192093,0.12534921068698168,0.26133333295583727,7.151784208913644
5,0.9731999999284744,0.09681667265482247,0.26133333519101143,7.400167392194271
6,0.9806000030040741,0.07618961209431291,0.2679999988526106,7.746505182981491
7,0.984800003170967,0.05957462199032307,0.2646666650970777,8.174382724861305
8,0.9880000054836273,0.04883799020200968,0.26466666435201963,8.401593426366647
9,0.9912000036239624,0.035908202319405974,0.26599999889731407,8.730520348250867
10,0.993800003528595,0.028911572215147317,0.26533333423237004,8.887881271044414
11,0.9956000036001206,0.024621743890456856,0.26599999939401947,9.096584822485845
12,0.997600001692772,0.01609275019261986,0.2633333322902521,9.33220723470052
13,0.9974000024795532,0.014200652947183699,0.2659999984006087,9.418040994306406
14,0.9988000011444091,0.010844973947387189,0.2679999992251396,9.710966475804646
15,0.9998000001907349,0.006974291511578485,0.2646666662146648,9.808445018778245
16,1.0,0.0053235441178549085,0.26666666492819785,9.912820731600126
17,1.0,0.0041365786403184755,0.2660000003874302,10.056334901849429
18,0.9996000003814697,0.0045621182001195845,0.26800000046690303,10.122641023745139
19,1.0,0.003173161012819037,0.26600000175336996,10.208921853701273
20,1.0,0.002307483762560878,0.26800000046690303,10.230190826704105
21,1.0,0.0020803018053993584,0.26866666649778687,10.312568044662475
22,1.0,0.002148350839270279,0.26599999740719793,10.390116955836614
23,1.0,0.00156440127058886,0.26799999984602135,10.435572020957867
24,1.0,0.0013268387237621937,0.26799999686578907,10.47758068392674
25,1.0,0.0011788123045698739,0.26933333252867064,10.519973157346248
26,1.0,0.0011008953387499788,0.2686666652560234,10.54266264786323
27,1.0,0.0009624896047171205,0.26866666649778687,10.58719870025913
28,1.0,0.0008591767228790559,0.26866666649778687,10.638769589612881
29,1.0,0.0007758811696112389,0.26799999848008155,10.668618268271286
30,1.0,0.000731237185318605,0.26866666649778687,10.685544993976752
31,1.0,0.0006464652470458532,0.26866666649778687,10.710405173152685
32,1.0,0.0005899943746044301,0.2673333317041397,10.737973131239414
33,1.0,0.0005518275502618053,0.2673333338151375,10.761306624611219
34,1.0,0.0005094118947454263,0.26933333252867064,10.784899648527304
35,1.0,0.00046016234533453827,0.26866666587690513,10.79809090619286
36,1.0,0.0004305533955630381,0.2686666645109653,10.837018362184365
37,1.0,0.00040250863508845214,0.2673333338151375,10.849757426728805
38,1.0,0.0003693310345624923,0.2673333338151375,10.86402670815587
39,1.0,0.0003355750784976408,0.26799999848008155,10.872910070419312
40,1.0,0.00031876244371233044,0.2686666669944922,10.897238698601722
41,1.0,0.0003185473401390482,0.26733333182831603,10.918584283192953
42,1.0,0.0002822534051301773,0.26800000108778477,10.925253432740767
43,1.0,0.0002582683705622912,0.2673333328217268,10.937203639745713
44,1.0,0.00023526735458290204,0.26799999984602135,10.953904055555661
45,1.0,0.00021339607919799164,0.26866666649778687,10.97453274379174
46,1.0,0.00020223454290317023,0.26799999984602135,10.985773205260436
47,1.0,0.0001911947065309505,0.26799999984602135,11.00222504635652
48,1.0,0.00017370403656968847,0.2680000003427267,11.008751222491265
49,1.0,0.00016364734936360036,0.2666666648040215,11.019646540780862
50,1.0,0.0001511903736536624,0.266666666790843,11.02596301684777
51,1.0,0.0001410489263253112,0.26799999984602135,11.046103231112163
52,1.0,0.00013429747077680075,0.26866666587690513,11.047906888524691
53,1.0,0.00012351353949270562,0.2673333338151375,11.058064808448156
54,1.0,0.00011680851250275737,0.26799999984602135,11.071495675543945
55,1.0,0.00010860126822080929,0.26866666649778687,11.084236209094524
56,1.0,0.00010269188453094103,0.26800000046690303,11.091177356243133
57,1.0,9.921359612235391e-05,0.26799999897678695,11.100862707694372
58,1.0,9.06483941434999e-05,0.2673333333184322,11.10504676947991
59,1.0,8.43066890774935e-05,0.2673333338151375,11.11557773699363
