epoch,acc,loss,val_acc,val_loss
0,0.8097999960929155,0.6890528312325478,0.39466666616499424,4.407909506559372
1,0.9121999973058701,0.29661703705787656,0.4053333298613628,4.6868471990029015
2,0.9365999990701676,0.22332963559776545,0.4126666609197855,5.170304058988889
3,0.9495999979972839,0.17825663533061742,0.4086666636168957,5.336660029490789
4,0.9620000016689301,0.135272110812366,0.4199999991804361,5.637498877445856
5,0.9708000022172928,0.10798102403059602,0.4199999962002039,5.832254037261009
6,0.9742000019550323,0.08714612797833979,0.4240000010778507,6.118524729212125
7,0.9822000038623809,0.06794459282420576,0.42733332787950834,6.284650576859713
8,0.9838000017404557,0.061008835956454274,0.4253333310286204,6.399797487879793
9,0.9882000070810318,0.04601683636195958,0.4246666663636764,6.532681418706973
10,0.9928000038862228,0.03400637765415013,0.4273333325982094,6.809696559111277
11,0.9964000022411347,0.023818354927934705,0.42799999651809534,6.959715818613768
12,0.9968000024557113,0.02076461123302579,0.4319999996572733,7.06185872827967
13,0.9974000012874603,0.015447274958714842,0.42733333495755993,7.226948555434744
14,0.9972000008821488,0.01528384572127834,0.43133332741757235,7.307443788399299
15,0.9988000011444091,0.011550411629723385,0.433333333954215,7.402396213014921
16,0.9998000001907349,0.0068726043094648045,0.43266666618486244,7.474628081917762
17,1.0,0.00491651444346644,0.43066666536033155,7.6119863318900265
18,1.0,0.00425415277510183,0.43066666536033155,7.669936106850703
19,1.0,0.0034180534002371133,0.4306666658570369,7.715612389147282
20,1.0,0.0029467651952290908,0.4326666637013356,7.756559861203034
21,1.0,0.002472247464756947,0.43333333221574627,7.840194920450449
22,1.0,0.002209995984449051,0.43066666536033155,7.869669638574123
23,1.0,0.0019069103548827115,0.4293333320568005,7.926406137769421
24,1.0,0.0016483992828580085,0.43199999891221524,7.946757768963774
25,1.0,0.001452322196419118,0.43266666618486244,7.953059282153845
26,1.0,0.0013782907369022724,0.4319999994089206,7.992714377120137
27,1.0,0.00116631179000251,0.42866666478415333,8.0282550988098
28,1.0,0.0010672663098375778,0.43133332890768844,8.047119486580293
29,1.0,0.0009799904103419976,0.43066666685044763,8.064565718422333
30,1.0,0.0009067872745799833,0.43133333288133147,8.091565825790166
31,1.0,0.000817840580275515,0.43066666486362615,8.098218085368474
32,1.0,0.000749537652300205,0.43066666486362615,8.126931876440842
33,1.0,0.0006649400571768638,0.43066666685044763,8.146912070115407
34,1.0,0.0006205845170188695,0.43133333288133147,8.16552368104458
35,1.0,0.0005671301514666993,0.4326666669299205,8.19386231576403
36,1.0,0.0005201450249296613,0.432666664943099,8.20276035418113
37,1.0,0.0004772271477850154,0.43199999692539376,8.208924449731906
38,1.0,0.0004404518705268856,0.43133333288133147,8.22392576734225
39,1.0,0.00040741024327871854,0.43199999891221524,8.235387043158214
40,1.0,0.0003815316411782987,0.4313333308945099,8.250169778118531
41,1.0,0.0003505733594647609,0.43066666287680466,8.258623513331015
42,1.0,0.00033336686494294553,0.4293333308150371,8.268589905897777
43,1.0,0.00030129128241242144,0.4313333308945099,8.285000975430012
44,1.0,0.0002743620594992535,0.42999999883274237,8.298943758259217
45,1.0,0.0002568147088095429,0.4313333308945099,8.302545981357495
46,1.0,0.00023989605739188846,0.432666664943099,8.313784552613894
47,1.0,0.00022117710883321707,0.43066666337351006,8.313163894911607
48,1.0,0.000211834202746104,0.43066666486362615,8.337474379688501
49,1.0,0.00019133714242343557,0.43199999692539376,8.342610006282728
50,1.0,0.0001777241959280218,0.43199999891221524,8.352563210825126
51,1.0,0.0001671990528484457,0.43133333288133147,8.353193255513906
52,1.0,0.00015833954348636324,0.43066666486362615,8.361857891579469
53,1.0,0.00014652818528702484,0.43199999891221524,8.379654061545928
54,1.0,0.00014055757339519914,0.43199999692539376,8.3904442101717
55,1.0,0.00012998530483855576,0.432666664943099,8.386220412701368
56,1.0,0.0001219347829646722,0.43066666685044763,8.40444064239661
57,1.0,0.00011221412756640348,0.43066666486362615,8.408900645126899
58,1.0,0.00010545974320848473,0.43133333288133147,8.409382835030556
59,1.0,9.920295884512598e-05,0.43066666287680466,8.415893987069527
